img_name,plane
2016-08-11T01+11+19_530Z,FALSE
2016-08-11T18+02+33_450Z,FALSE
2016-08-11T18+07+39_890Z,FALSE
2016-08-11T18+38+39_980Z,FALSE
2016-08-11T18+41+36_350Z,FALSE
2016-08-11T19+29+49_670Z,FALSE
2016-08-12T00+24+43_420Z,FALSE
2016-08-12T14+20+44_950Z,FALSE
2016-08-12T14+39+10_590Z,FALSE
2016-08-12T15+14+46_130Z,FALSE
2016-08-12T16+02+14_280Z,FALSE
2016-08-12T16+08+00_490Z,FALSE
2016-08-12T16+08+41_430Z,FALSE
2016-08-12T16+30+15_960Z,FALSE
2016-08-12T17+06+12_540Z,FALSE
2016-08-12T17+10+29_350Z,FALSE
2016-08-12T17+11+40_570Z,FALSE
2016-08-12T17+12+51_460Z,FALSE
2016-08-12T17+26+58_840Z,FALSE
2016-08-12T17+27+35_330Z,FALSE
2016-08-12T17+38+48_740Z,FALSE
2016-08-12T17+41+37_590Z,FALSE
2016-08-12T18+36+47_340Z,FALSE
2016-08-12T18+37+58_270Z,FALSE
2016-08-12T18+39+41_090Z,FALSE
2016-08-12T18+43+08_860Z,FALSE
2016-08-12T18+47+32_700Z,FALSE
2016-08-12T18+48+16_990Z,FALSE
2016-08-12T18+50+46_990Z,FALSE
2016-08-12T18+51+51_990Z,FALSE
2016-08-12T19+00+49_220Z,FALSE
2016-08-12T19+10+32_620Z,FALSE
2016-08-12T19+25+44_980Z,FALSE
2016-08-12T19+43+56_030Z,FALSE
2016-08-12T20+42+42_230Z,FALSE
2016-08-12T20+52+20_820Z,FALSE
2016-08-12T21+02+01_540Z,FALSE
2016-08-12T21+10+40_080Z,FALSE
2016-08-12T21+19+07_490Z,FALSE
2016-08-12T21+28+36_230Z,FALSE
2016-08-12T21+30+51_040Z,FALSE
2016-08-12T21+37+45_780Z,FALSE
2016-08-12T21+46+13_560Z,FALSE
2016-08-12T21+49+57_780Z,FALSE
2016-08-12T21+55+46_240Z,FALSE
2016-08-12T21+59+32_620Z,FALSE
2016-08-12T22+09+32_340Z,FALSE
2016-08-12T22+15+09_290Z,FALSE
2016-08-12T22+18+58_730Z,FALSE
2016-08-12T22+24+57_040Z,FALSE
2016-08-12T22+28+54_930Z,FALSE
2016-08-12T22+34+05_290Z,FALSE
2016-08-12T22+43+53_180Z,FALSE
2016-08-12T22+51+57_890Z,FALSE
2016-08-13T00+17+48_780Z,FALSE
2016-08-13T00+23+38_270Z,FALSE
2016-08-13T00+40+15_870Z,FALSE
2016-08-13T10+24+18_692Z,FALSE
2016-08-13T10+27+26_780Z,FALSE
2016-08-13T16+11+21_370Z,FALSE
2016-08-13T16+53+41_310Z,FALSE
2016-08-13T18+01+51_580Z,FALSE
2016-08-13T18+08+49_160Z,FALSE
2016-08-13T18+22+23_990Z,FALSE
2016-08-13T18+23+03_840Z,FALSE
2016-08-13T18+27+24_050Z,FALSE
2016-08-13T19+04+18_160Z,FALSE
2016-08-13T19+09+32_020Z,FALSE
2016-08-13T19+25+46_030Z,FALSE
2016-08-13T19+44+49_660Z,FALSE
2016-08-13T19+56+59_190Z,FALSE
2016-08-13T19+57+28_620Z,FALSE
2016-08-13T19+58+32_020Z,FALSE
2016-08-13T20+14+07_252Z,FALSE
2016-08-13T20+15+58_370Z,FALSE
2016-08-13T20+31+34_840Z,FALSE
2016-08-13T20+32+47_200Z,FALSE
2016-08-13T20+37+39_120Z,FALSE
2016-08-13T20+40+49_800Z,FALSE
2016-08-13T20+48+32_950Z,FALSE
2016-08-13T20+51+25_010Z,FALSE
2016-08-13T20+54+32_570Z,FALSE
2016-08-13T20+57+16_690Z,FALSE
2016-08-13T21+00+05_740Z,FALSE
2016-08-13T21+02+31_890Z,FALSE
2016-08-13T21+04+47_450Z,FALSE
2016-08-13T21+05+39_490Z,FALSE
2016-08-13T21+07+01_040Z,FALSE
2016-08-13T21+09+11_810Z,FALSE
2016-08-13T21+09+59_900Z,FALSE
2016-08-13T21+11+00_600Z,FALSE
2016-08-13T21+12+27_000Z,FALSE
2016-08-13T21+15+18_330Z,FALSE
2016-08-13T21+21+09_060Z,FALSE
2016-08-13T21+33+35_230Z,FALSE
2016-08-13T21+40+30_160Z,FALSE
2016-08-13T22+00+25_580Z,FALSE
2016-08-13T23+47+45_460Z,FALSE
2016-08-14T02+13+31_710Z,FALSE
2016-08-14T03+19+09_900Z,FALSE
2016-08-14T03+55+48_580Z,FALSE
2016-08-14T05+11+53_976Z,FALSE
2016-08-14T05+34+17_730Z,FALSE
2016-08-14T05+43+34_690Z,FALSE
2016-08-14T11+41+47_580Z,FALSE
2016-08-14T11+42+03_520Z,FALSE
2016-08-14T14+20+42_560Z,FALSE
2016-08-14T14+34+06_250Z,FALSE
2016-08-14T14+37+20_890Z,FALSE
2016-08-14T14+42+12_250Z,FALSE
2016-08-14T15+06+27_040Z,FALSE
2016-08-14T15+13+58_100Z,FALSE
2016-08-14T15+20+19_290Z,FALSE
2016-08-14T15+25+23_810Z,FALSE
2016-08-14T15+31+41_600Z,FALSE
2016-08-14T15+35+42_260Z,FALSE
2016-08-14T15+40+26_250Z,FALSE
2016-08-14T15+41+56_380Z,FALSE
2016-08-14T15+42+25_170Z,FALSE
2016-08-14T15+44+23_860Z,FALSE
2016-08-14T16+01+41_160Z,FALSE
2016-08-14T16+02+31_490Z,FALSE
2016-08-14T16+03+20_260Z,FALSE
2016-08-14T16+16+26_830Z,TRUE
2016-08-14T16+20+14_290Z,FALSE
2016-08-14T16+27+25_950Z,FALSE
2016-08-14T16+58+44_920Z,FALSE
2016-08-14T17+25+49_180Z,FALSE
2016-08-14T17+27+12_870Z,FALSE
2016-08-14T17+27+42_690Z,FALSE
2016-08-14T17+40+18_480Z,FALSE
2016-08-14T17+41+26_980Z,FALSE
2016-08-14T17+41+47_190Z,FALSE
2016-08-14T17+52+07_250Z,FALSE
2016-08-14T18+03+27_970Z,FALSE
2016-08-14T18+17+20_560Z,FALSE
2016-08-14T18+18+53_580Z,FALSE
2016-08-14T18+20+37_870Z,FALSE
2016-08-14T18+21+33_030Z,FALSE
2016-08-14T18+23+31_500Z,FALSE
2016-08-14T19+03+25_780Z,FALSE
2016-08-14T19+09+22_710Z,FALSE
2016-08-14T19+09+39_510Z,FALSE
2016-08-14T19+12+56_700Z,FALSE
2016-08-14T19+13+52_870Z,FALSE
2016-08-14T19+24+13_750Z,FALSE
2016-08-14T19+47+03_100Z,FALSE
2016-08-14T19+47+32_280Z,FALSE
2016-08-14T19+48+25_910Z,FALSE
2016-08-14T19+54+19_580Z,FALSE
2016-08-14T19+55+04_260Z,FALSE
2016-08-14T19+55+37_500Z,FALSE
2016-08-14T20+13+07_370Z,FALSE
2016-08-14T20+35+38_390Z,FALSE
2016-08-14T21+32+10_860Z,FALSE
2016-08-15T14+26+53_630Z,TRUE
2016-08-15T16+38+37_290Z,FALSE
2016-08-15T17+26+34_220Z,FALSE
2016-08-15T17+31+41_680Z,FALSE
2016-08-15T18+00+14_090Z,FALSE
2016-08-15T18+28+05_670Z,FALSE
2016-08-15T23+25+35_670Z,FALSE
2016-08-16T00+09+09_550Z,FALSE
2016-08-16T13+32+36_350Z,FALSE
2016-08-16T13+56+01_530Z,FALSE
2016-08-16T19+04+24_930Z,FALSE
2016-08-16T19+20+47_530Z,FALSE
2016-08-16T19+27+35_770Z,FALSE
2016-08-16T19+33+32_680Z,FALSE
2016-08-16T19+48+18_420Z,FALSE
2016-08-16T19+51+35_060Z,FALSE
2016-08-16T20+00+29_630Z,FALSE
2016-08-16T20+03+16_810Z,FALSE
2016-08-16T20+07+12_650Z,FALSE
2016-08-16T20+10+08_630Z,FALSE
2016-08-16T20+11+00_990Z,FALSE
2016-08-16T20+22+52_150Z,FALSE
2016-08-16T20+23+32_570Z,FALSE
2016-08-16T20+27+28_670Z,FALSE
2016-08-16T20+28+44_200Z,FALSE
2016-08-16T20+34+42_680Z,FALSE
2016-08-16T20+57+52_390Z,FALSE
2016-08-16T22+59+07_543Z,FALSE
2016-08-16T23+00+12_808Z,FALSE
2016-08-17T09+30+36_828Z,FALSE
2016-08-17T09+31+53_248Z,FALSE
2016-08-17T09+32+37_648Z,FALSE
2016-08-17T09+33+09_656Z,FALSE
2016-08-17T09+34+04_780Z,FALSE
2016-08-17T09+35+20_048Z,FALSE
2016-08-17T09+36+05_010Z,FALSE
2016-08-17T09+37+14_571Z,FALSE
2016-08-17T09+37+55_787Z,FALSE
2016-08-17T09+38+51_000Z,FALSE
2016-08-17T09+39+53_776Z,FALSE
2016-08-17T09+42+42_160Z,FALSE
2016-08-17T10+40+02_530Z,FALSE
2016-08-17T12+59+00_470Z,FALSE
2016-08-17T12+59+36_920Z,FALSE
2016-08-17T13+02+27_168Z,FALSE
2016-08-17T14+08+45_194Z,FALSE
2016-08-17T14+14+45_770Z,FALSE
2016-08-17T14+15+36_360Z,FALSE
2016-08-17T15+37+27_090Z,FALSE
2016-08-17T16+15+23_930Z,FALSE
2016-08-17T16+18+22_650Z,FALSE
2016-08-17T16+49+02_330Z,FALSE
2016-08-17T17+08+02_450Z,FALSE
2016-08-17T17+37+17_100Z,FALSE
2016-08-17T22+07+09_020Z,FALSE
2016-08-18T15+48+29_700Z,FALSE
2016-08-18T17+01+03_430Z,FALSE
2016-08-18T17+06+50_790Z,FALSE
2016-08-18T18+54+02_810Z,FALSE
2016-08-18T19+22+05_270Z,FALSE
2016-08-19T15+29+21_000Z,FALSE
2016-08-20T11+02+49_210Z,FALSE
2016-08-20T12+18+14_710Z,FALSE
2016-08-21T11+35+25_170Z,FALSE
2016-08-21T11+36+18_053Z,FALSE
2016-08-21T11+41+35_520Z,FALSE
2016-08-21T11+49+14_020Z,FALSE
2016-08-21T11+56+35_780Z,FALSE
2016-08-21T12+11+55_450Z,FALSE
2016-08-21T12+12+21_470Z,FALSE
2016-08-21T12+13+15_630Z,FALSE
2016-08-21T12+23+08_469Z,FALSE
2016-08-21T12+46+50_830Z,FALSE
2016-08-21T13+07+44_120Z,FALSE
2016-08-21T13+08+31_250Z,FALSE
2016-08-21T13+08+45_440Z,FALSE
2016-08-21T13+27+36_710Z,FALSE
2016-08-21T13+30+34_190Z,FALSE
2016-08-21T13+47+47_800Z,FALSE
2016-08-21T14+00+23_820Z,FALSE
2016-08-22T09+30+51_031Z,FALSE
2016-08-22T09+31+43_564Z,FALSE
2016-08-22T09+34+30_240Z,FALSE
2016-08-22T09+35+45_830Z,FALSE
2016-08-22T09+41+15_801Z,FALSE
2016-08-22T09+42+08_634Z,FALSE
2016-08-22T09+43+59_580Z,FALSE
2016-08-22T09+47+59_027Z,FALSE
2016-08-22T09+48+59_200Z,FALSE
2016-08-22T10+12+56_000Z,FALSE
2016-08-22T10+13+46_800Z,FALSE
2016-08-22T10+14+51_750Z,FALSE
2016-08-22T10+15+39_970Z,FALSE
2016-08-22T10+40+24_910Z,FALSE
2016-08-22T10+42+14_170Z,FALSE
2016-08-22T10+42+54_970Z,FALSE
2016-08-22T10+43+55_060Z,FALSE
2016-08-22T10+44+55_130Z,FALSE
2016-08-22T10+45+28_610Z,FALSE
2016-08-22T10+45+53_090Z,FALSE
2016-08-22T10+46+47_600Z,FALSE
2016-08-22T10+47+54_008Z,FALSE
2016-08-22T10+52+26_550Z,FALSE
2016-08-22T10+53+20_630Z,FALSE
2016-08-22T10+54+31_510Z,FALSE
2016-08-22T10+54+59_858Z,FALSE
2016-08-22T10+56+15_740Z,FALSE
2016-08-22T10+58+15_900Z,FALSE
2016-08-22T10+59+16_010Z,FALSE
2016-08-22T11+00+16_040Z,FALSE
2016-08-22T11+01+16_100Z,FALSE
2016-08-22T11+02+16_200Z,FALSE
2016-08-22T11+04+16_290Z,FALSE
2016-08-22T11+05+47_290Z,FALSE
2016-08-22T11+06+47_362Z,FALSE
2016-08-22T11+07+22_256Z,FALSE
2016-08-22T11+08+21_040Z,FALSE
2016-08-22T11+09+21_130Z,FALSE
2016-08-22T11+10+21_230Z,FALSE
2016-08-22T11+11+21_300Z,FALSE
2016-08-22T11+12+21_410Z,FALSE
2016-08-22T11+23+12_070Z,FALSE
2016-08-22T11+24+05_180Z,FALSE
2016-08-22T11+24+27_830Z,FALSE
2016-08-22T11+30+59_040Z,FALSE
2016-08-22T11+31+59_100Z,FALSE
2016-08-22T11+33+59_240Z,FALSE
2016-08-22T11+34+53_370Z,FALSE
2016-08-22T11+35+42_440Z,FALSE
2016-08-22T11+38+29_440Z,FALSE
2016-08-22T11+39+29_520Z,FALSE
2016-08-22T11+40+29_620Z,FALSE
2016-08-22T11+41+05_260Z,FALSE
2016-08-22T11+41+56_230Z,FALSE
2016-08-22T11+42+30_540Z,FALSE
2016-08-22T11+42+52_440Z,FALSE
2016-08-22T11+43+52_510Z,FALSE
2016-08-22T11+44+52_530Z,FALSE
2016-08-22T11+46+55_190Z,FALSE
2016-08-22T11+47+42_910Z,FALSE
2016-08-22T11+47+57_440Z,FALSE
2016-08-22T11+49+26_271Z,FALSE
2016-08-22T11+50+21_440Z,FALSE
2016-08-22T11+51+21_520Z,FALSE
2016-08-22T11+52+21_630Z,FALSE
2016-08-22T11+54+21_750Z,FALSE
2016-08-22T11+54+55_130Z,FALSE
2016-08-22T11+55+45_940Z,FALSE
2016-08-22T11+56+45_220Z,FALSE
2016-08-22T11+57+04_901Z,FALSE
2016-08-22T11+58+15_530Z,FALSE
2016-08-22T12+00+07_601Z,FALSE
2016-08-22T12+03+29_192Z,FALSE
2016-08-22T12+04+28_610Z,FALSE
2016-08-22T12+05+28_670Z,FALSE
2016-08-22T12+07+28_740Z,FALSE
2016-08-22T12+09+24_120Z,FALSE
2016-08-22T12+10+24_230Z,FALSE
2016-08-22T12+11+24_280Z,FALSE
2016-08-22T12+12+24_340Z,FALSE
2016-08-22T12+13+24_450Z,FALSE
2016-08-22T12+14+09_082Z,FALSE
2016-08-22T12+14+24_460Z,FALSE
2016-08-22T12+15+24_490Z,FALSE
2016-08-22T12+16+24_580Z,FALSE
2016-08-22T12+17+24_640Z,FALSE
2016-08-22T12+18+24_690Z,FALSE
2016-08-22T12+19+24_860Z,FALSE
2016-08-22T12+20+24_920Z,FALSE
2016-08-22T12+21+25_040Z,FALSE
2016-08-22T12+22+25_110Z,FALSE
2016-08-22T12+23+45_290Z,FALSE
2016-08-22T12+24+45_310Z,FALSE
2016-08-22T12+26+45_460Z,FALSE
2016-08-22T12+27+12_620Z,FALSE
2016-08-22T12+28+20_500Z,FALSE
2016-08-22T12+30+20_540Z,FALSE
2016-08-22T12+31+20_610Z,FALSE
2016-08-22T12+33+20_700Z,FALSE
2016-08-22T12+34+15_198Z,FALSE
2016-08-22T12+34+20_730Z,FALSE
2016-08-22T12+35+20_740Z,FALSE
2016-08-22T12+36+10_123Z,FALSE
2016-08-22T12+36+20_740Z,FALSE
2016-08-22T12+37+20_790Z,FALSE
2016-08-22T12+38+20_840Z,FALSE
2016-08-22T12+39+20_850Z,FALSE
2016-08-22T12+40+20_870Z,FALSE
2016-08-22T12+41+00_025Z,FALSE
2016-08-22T12+41+20_930Z,FALSE
2016-08-22T12+42+20_970Z,FALSE
2016-08-22T12+42+49_870Z,FALSE
2016-08-22T12+43+49_910Z,FALSE
2016-08-22T12+44+50_010Z,FALSE
2016-08-22T12+45+50_110Z,FALSE
2016-08-22T12+46+50_200Z,FALSE
2016-08-22T12+47+25_230Z,FALSE
2016-08-22T12+48+25_290Z,FALSE
2016-08-22T12+49+25_360Z,FALSE
2016-08-22T12+54+28_943Z,FALSE
2016-08-22T12+57+01_770Z,FALSE
2016-08-22T12+58+33_300Z,FALSE
2016-08-22T12+59+46_410Z,FALSE
2016-08-22T13+00+46_480Z,FALSE
2016-08-22T13+04+25_220Z,FALSE
2016-08-22T13+05+25_310Z,FALSE
2016-08-22T13+06+25_370Z,FALSE
2016-08-22T13+08+32_680Z,FALSE
2016-08-22T13+09+50_390Z,FALSE
2016-08-22T13+16+19_110Z,FALSE
2016-08-22T13+17+22_550Z,FALSE
2016-08-22T13+18+46_820Z,FALSE
2016-08-22T13+19+49_319Z,FALSE
2016-08-22T13+21+45_020Z,FALSE
2016-08-22T13+22+10_900Z,FALSE
2016-08-22T13+24+32_060Z,FALSE
2016-08-22T13+25+02_390Z,FALSE
2016-08-22T13+25+30_150Z,FALSE
2016-08-22T13+26+13_160Z,FALSE
2016-08-22T13+26+58_460Z,FALSE
2016-08-22T13+28+43_530Z,FALSE
2016-08-22T13+31+24_920Z,FALSE
2016-08-22T13+31+52_090Z,FALSE
2016-08-22T13+33+24_490Z,FALSE
2016-08-22T13+34+09_578Z,FALSE
2016-08-22T13+34+24_580Z,FALSE
2016-08-22T13+35+28_130Z,FALSE
2016-08-22T13+36+40_840Z,FALSE
2016-08-22T13+37+40_850Z,FALSE
2016-08-22T13+38+27_090Z,FALSE
2016-08-22T13+39+27_140Z,FALSE
2016-08-22T13+40+06_780Z,FALSE
2016-08-22T13+40+43_460Z,FALSE
2016-08-22T13+40+57_090Z,FALSE
2016-08-22T13+41+57_100Z,FALSE
2016-08-22T13+43+00_170Z,FALSE
2016-08-22T13+43+15_580Z,FALSE
2016-08-22T13+44+16_280Z,FALSE
2016-08-22T13+45+16_350Z,FALSE
2016-08-22T13+46+01_680Z,FALSE
2016-08-22T13+48+07_770Z,FALSE
2016-08-22T13+48+29_990Z,FALSE
2016-08-22T13+48+47_980Z,FALSE
2016-08-22T13+49+38_010Z,FALSE
2016-08-22T13+50+31_990Z,FALSE
2016-08-22T13+51+32_060Z,FALSE
2016-08-22T13+51+49_900Z,FALSE
2016-08-22T13+54+15_900Z,FALSE
2016-08-22T13+54+38_560Z,FALSE
2016-08-22T13+55+43_076Z,FALSE
2016-08-22T13+56+59_043Z,FALSE
2016-08-22T14+09+14_440Z,FALSE
2016-08-22T14+14+22_110Z,FALSE
2016-08-22T14+18+14_020Z,FALSE
2016-08-22T14+29+07_640Z,FALSE
2016-08-22T14+29+21_370Z,FALSE
2016-08-22T14+30+33_150Z,FALSE
2016-08-22T14+48+33_780Z,FALSE
2016-08-22T14+50+31_300Z,FALSE
2016-08-22T14+54+17_230Z,FALSE
2016-08-22T14+55+10_993Z,FALSE
2016-08-22T15+02+11_040Z,FALSE
2016-08-22T15+28+14_650Z,FALSE
2016-08-22T15+30+03_340Z,FALSE
2016-08-22T15+31+15_760Z,FALSE
2016-08-22T15+32+39_330Z,FALSE
2016-08-22T15+41+06_230Z,FALSE
2016-08-22T15+44+13_540Z,FALSE
2016-08-22T15+45+03_860Z,FALSE
2016-08-22T15+46+35_460Z,FALSE
2016-08-22T15+51+19_520Z,FALSE
2016-08-22T15+55+48_850Z,FALSE
2016-08-22T15+56+32_350Z,FALSE
2016-08-22T15+57+01_610Z,FALSE
2016-08-22T15+57+25_740Z,FALSE
2016-08-22T15+58+24_780Z,FALSE
2016-08-22T16+00+31_290Z,FALSE
2016-08-22T16+03+20_800Z,FALSE
2016-08-22T16+04+15_640Z,FALSE
2016-08-22T16+06+01_440Z,FALSE
2016-08-22T16+06+34_140Z,FALSE
2016-08-22T16+07+27_770Z,FALSE
2016-08-22T16+11+10_407Z,FALSE
2016-08-22T16+11+27_430Z,FALSE
2016-08-22T16+12+49_560Z,FALSE
2016-08-22T16+13+47_860Z,FALSE
2016-08-22T16+18+25_840Z,FALSE
2016-08-22T16+22+38_340Z,FALSE
2016-08-22T16+25+20_510Z,FALSE
2016-08-22T16+26+43_260Z,FALSE
2016-08-22T16+28+45_510Z,FALSE
2016-08-22T16+29+26_250Z,FALSE
2016-08-22T16+29+59_090Z,FALSE
2016-08-22T16+30+46_000Z,FALSE
2016-08-22T17+23+07_990Z,FALSE
2016-08-22T17+24+48_540Z,FALSE
2016-08-22T17+38+46_800Z,FALSE
2016-08-22T17+40+33_100Z,FALSE
2016-08-22T18+04+40_520Z,FALSE
2016-08-22T18+05+38_420Z,FALSE
2016-08-22T18+07+06_630Z,FALSE
2016-08-22T18+08+11_280Z,FALSE
2016-08-22T18+08+27_850Z,FALSE
2016-08-22T21+14+52_100Z,FALSE
2016-08-22T21+44+28_760Z,FALSE
2016-08-22T21+44+54_590Z,FALSE
2016-08-22T21+47+27_912Z,FALSE
2016-08-23T15+07+01_370Z,FALSE
2016-08-23T16+35+03_560Z,TRUE
2016-08-23T16+47+21_730Z,TRUE
2016-08-23T21+04+35_620Z,FALSE
2016-08-23T22+13+09_940Z,FALSE
2016-08-23T22+38+04_330Z,FALSE
2016-08-24T13+27+39_530Z,FALSE
2016-08-24T17+07+51_130Z,FALSE
2016-08-25T17+03+55_680Z,FALSE
2016-08-26T00+25+09_790Z,FALSE
2016-08-26T12+22+44_880Z,FALSE
2016-08-26T12+40+06_965Z,FALSE
2016-08-26T12+54+36_407Z,FALSE
2016-08-26T13+30+55_260Z,FALSE
2016-08-26T13+40+31_420Z,FALSE
2016-08-26T13+44+04_980Z,FALSE
2016-08-26T14+19+57_100Z,FALSE
2016-08-26T14+21+14_590Z,FALSE
2016-08-26T15+49+00_280Z,FALSE
2016-08-26T15+53+33_200Z,FALSE
2016-08-26T16+52+24_850Z,FALSE
2016-08-26T17+42+40_140Z,FALSE
2016-08-26T17+59+30_460Z,FALSE
2016-08-26T18+05+43_350Z,FALSE
2016-08-26T18+21+04_590Z,FALSE
2016-08-26T18+23+55_280Z,FALSE
2016-08-26T19+12+11_410Z,FALSE
2016-08-26T20+28+56_660Z,FALSE
2016-08-26T22+33+11_220Z,FALSE
2016-08-27T19+33+51_360Z,FALSE
2016-08-27T20+43+05_370Z,FALSE
2016-08-28T13+58+11_200Z,TRUE
2016-08-29T16+23+12_050Z,FALSE
2016-08-29T16+26+42_780Z,FALSE
2016-08-29T17+46+34_770Z,FALSE
2016-08-29T18+20+19_300Z,FALSE
2016-08-29T19+42+30_326Z,FALSE
2016-08-29T20+57+31_680Z,FALSE
2016-08-29T21+43+29_920Z,FALSE
2016-08-29T22+11+26_430Z,FALSE
2016-08-29T23+53+54_830Z,FALSE
2016-08-30T16+44+05_450Z,FALSE
2016-08-30T17+09+54_230Z,FALSE
2016-08-30T18+19+35_190Z,FALSE
2016-09-01T13+26+22_930Z,FALSE
2016-09-01T14+36+11_030Z,FALSE
2016-09-01T23+25+04_140Z,FALSE
2016-09-02T00+09+40_070Z,FALSE
2016-09-02T12+26+45_090Z,FALSE
2016-09-02T12+57+46_260Z,FALSE
2016-09-02T15+16+09_590Z,FALSE
2016-09-02T15+23+10_350Z,FALSE
2016-09-02T15+24+28_430Z,FALSE
2016-09-02T15+47+07_020Z,FALSE
2016-09-02T15+52+50_520Z,FALSE
2016-09-02T15+53+22_960Z,FALSE
2016-09-02T15+57+22_850Z,FALSE
2016-09-02T17+40+32_050Z,FALSE
2016-09-02T17+52+18_320Z,FALSE
2016-09-02T21+34+14_430Z,FALSE
2016-09-03T17+56+08_300Z,FALSE
2016-09-07T23+58+52_100Z,FALSE
2016-09-08T17+18+49_940Z,FALSE
2016-09-08T18+39+56_409Z,FALSE
2016-09-08T18+41+53_820Z,FALSE
2016-09-08T18+54+09_500Z,FALSE
2016-09-08T18+54+44_060Z,FALSE
2016-09-08T19+06+12_166Z,FALSE
2016-09-08T19+10+35_490Z,FALSE
2016-09-08T19+12+47_312Z,FALSE
2016-09-08T19+15+45_480Z,FALSE
2016-09-08T19+16+04_340Z,FALSE
2016-09-08T19+30+21_560Z,FALSE
2016-09-08T19+34+23_450Z,FALSE
2016-09-08T20+05+36_750Z,FALSE
2016-09-08T20+18+40_760Z,FALSE
2016-09-10T10+28+50_550Z,FALSE
2016-09-10T17+29+00_450Z,FALSE
2016-09-10T18+08+28_790Z,FALSE
2016-09-10T18+12+35_790Z,FALSE
2016-09-10T18+25+56_150Z,FALSE
2016-09-10T18+27+24_220Z,FALSE
2016-09-10T18+38+24_030Z,FALSE
2016-09-10T18+39+31_550Z,FALSE
2016-09-10T18+41+33_530Z,FALSE
2016-09-10T19+21+58_710Z,FALSE
2016-09-10T19+26+39_420Z,FALSE
2016-09-10T20+33+26_860Z,FALSE
2016-09-10T22+15+10_510Z,FALSE
2016-09-10T22+15+59_540Z,FALSE
2016-09-11T11+27+08_490Z,FALSE
2016-09-11T12+03+06_500Z,FALSE
2016-09-11T13+58+39_470Z,FALSE
2016-09-11T13+59+54_427Z,FALSE
2016-09-11T14+02+06_502Z,FALSE
2016-09-11T14+02+45_000Z,FALSE
2016-09-11T14+04+27_740Z,FALSE
2016-09-11T14+05+26_890Z,FALSE
2016-09-11T14+07+53_830Z,FALSE
2016-09-11T14+17+42_560Z,FALSE
2016-09-11T14+18+21_254Z,FALSE
2016-09-11T14+18+55_800Z,FALSE
2016-09-11T14+19+37_990Z,FALSE
2016-09-11T14+19+53_760Z,FALSE
2016-09-11T14+20+15_830Z,FALSE
2016-09-11T14+24+17_790Z,FALSE
2016-09-11T14+41+57_540Z,FALSE
2016-09-11T14+44+31_710Z,FALSE
2016-09-11T14+44+50_310Z,FALSE
2016-09-11T14+47+43_580Z,FALSE
2016-09-11T14+51+10_100Z,FALSE
2016-09-11T14+58+16_220Z,FALSE
2016-09-11T15+00+38_740Z,FALSE
